Mun_name,Mun_Code,mean_slope,mean_elevation_m,ruggedness_stdev,mean_ruggedness,slope_stdev,area_km2,poverty_perc,with_coast,coast_length,perimeter
SANTA MARIA,PH118604000,13.11,300.12,45.10,67.42,9.51,213,10.83,1,62965,121260
SARANGANI,PH118605000,11.50,155.30,30.73,57.13,6.87,89,11.33,1,1644,117866
ALAMADA,PH124701000,10.35,577.65,33.71,50.64,7.12,564,6.08,0,,105675
CARMEN,PH124702000,5.48,140.85,27.55,29.93,5.78,591,3.17,0,,142072
KABACAN,PH124703000,3.86,80.19,24.05,21.96,4.87,256,1.39,0,,100332
CITY OF KIDAPAWAN (Capital),PH124704000,3.74,309.54,28.69,20.35,5.61,290,3.63,0,,93923
LIBUNGAN,PH124705000,7.05,130.84,33.20,36.38,7.06,168,5.87,0,,69912
MAGPET,PH124706000,13.69,824.86,48.31,69.71,9.68,385,12.31,0,,106664
MAKILALA,PH124707000,9.38,522.44,44.06,47.35,8.99,344,3.23,0,,94602
MATALAM,PH124708000,5.25,197.20,25.70,27.49,5.57,420,5.90,0,,129395
MIDSAYAP,PH124709000,1.62,26.34,10.10,9.75,2.07,292,1.50,0,,104831
M'LANG,PH124710000,1.18,37.57,8.11,7.37,1.63,360,4.47,0,,86576
PIGKAWAYAN,PH124711000,7.00,170.56,34.33,35.22,7.49,248,4.32,0,,84863
PIKIT,PH124712000,1.46,20.26,9.90,9.19,1.87,295,3.08,0,,139519
PRESIDENT ROXAS,PH124713000,6.20,156.12,25.56,34.29,5.47,346,17.36,0,,188223
TULUNAN,PH124714000,5.38,182.68,29.53,28.13,6.21,291,6.46,0,,119129
ANTIPAS,PH124715000,6.55,283.71,24.95,33.19,5.56,110,14.25,0,,58381
BANISILAN,PH124716000,6.89,385.44,26.54,35.03,5.75,285,28.42,0,,106487
ALEOSAN,PH124717000,3.83,73.47,13.44,21.68,2.84,173,10.20,0,,110301
ARAKAN,PH124718000,10.24,616.42,34.65,51.78,7.43,443,6.78,0,,142625
BANGA,PH126302000,3.29,202.72,25.56,17.51,5.19,203,5.43,0,,84537
GENERAL SANTOS CITY (DADIANGAS),PH126303000,5.05,203.03,29.02,27.08,5.82,521,2.33,1,50843,161410
CITY OF KORONADAL (Capital),PH126306000,7.41,185.72,43.78,38.07,8.99,274,2.48,0,,88549
NORALA,PH126311000,2.82,136.74,24.57,15.27,5.13,129,4.99,0,,52382
POLOMOLOK,PH126312000,4.88,508.85,26.02,24.03,5.36,312,2.59,0,,84789
SURALLAH,PH126313000,6.42,319.16,36.07,32.68,7.55,264,4.89,0,,96408
TAMPAKAN,PH126314000,12.91,715.25,44.59,64.34,9.28,253,6.27,0,,83681
TANTANGAN,PH126315000,3.91,92.52,25.01,20.72,5.12,130,5.29,0,,54755
T'BOLI,PH126316000,15.57,902.98,47.39,80.18,9.68,812,11.81,0,,146347
TUPI,PH126317000,9.06,576.28,42.05,45.93,8.45,295,7.57,0,,83783
SANTO NIï¿½ï¿½O,PH126318000,0.73,129.14,2.80,4.81,0.54,77,4.53,0,,44320
LAKE SEBU,PH126319000,12.88,903.24,46.31,65.30,9.42,850,8.83,0,,142665
BAGUMBAYAN,PH126501000,8.66,601.41,40.74,44.30,8.53,558,6.16,0,,136542
COLUMBIO,PH126502000,11.84,493.88,39.84,59.63,8.53,302,8.06,0,,90217
ESPERANZA,PH126503000,7.21,340.04,43.08,36.69,8.93,223,4.46,0,,91763
ISULAN (Capital),PH126504000,9.36,597.63,48.33,48.98,9.92,523,3.43,0,,150006
KALAMANSIG,PH126505000,15.73,690.27,45.96,80.47,9.63,475,8.10,1,46143,116361
LEBAK,PH126506000,7.92,402.50,33.26,42.60,7.08,466,8.26,1,21861,95867
LUTAYAN,PH126507000,7.16,133.23,42.62,36.66,8.88,166,7.59,0,,89403
LAMBAYONG (MARIANO MARCOS),PH126508000,0.58,27.53,2.46,4.14,0.47,189,5.78,0,,68069
PALIMBANG,PH126509000,15.22,536.04,47.24,76.69,9.94,797,9.86,1,68162,147883
PRESIDENT QUIRINO,PH126510000,0.69,25.99,2.66,4.80,0.49,109,4.59,0,,58447
CITY OF TACURONG,PH126511000,1.54,72.85,11.36,9.07,2.36,147,2.18,0,,59645
SEN. NINOY AQUINO,PH126512000,7.10,813.47,26.74,37.93,5.64,270,9.15,0,,68883
ALABEL (Capital),PH128001000,11.92,352.90,46.39,62.15,9.53,494,7.00,1,15727,124891
GLAN,PH128002000,13.79,354.42,41.76,69.16,8.69,709,7.26,1,76480,166628
KIAMBA,PH128003000,14.82,496.19,51.29,74.95,10.21,429,6.09,1,41753,105004
MAASIM,PH128004000,12.65,451.47,42.00,63.37,8.53,445,4.07,1,47572,104942
MAITUM,PH128005000,12.85,303.94,46.93,64.44,9.84,286,5.55,1,22140,75476
MALAPATAN,PH128006000,15.97,449.54,43.96,79.78,9.20,569,8.37,1,23476,138222
MALUNGON,PH128007000,12.11,442.81,41.68,63.86,8.75,769,9.46,0,,163496
COTABATO CITY,PH129804000,1.20,7.76,14.22,7.29,2.93,86,4.09,1,22680,71732
TONDO I / II,PH133901000,0.80,6.09,4.03,5.80,0.66,11,4.36,1,24059,36587
BINONDO,PH133902000,2.17,12.56,9.22,16.25,1.49,1,0.69,0,,4124
QUIAPO,PH133903000,1.29,9.10,4.78,8.92,0.86,1,1.75,0,,4056
SAN NICOLAS,PH133904000,1.65,9.74,4.36,9.80,0.95,1,3.55,1,1554,5820
SANTA CRUZ,PH133905000,0.94,9.92,3.37,7.18,0.59,4,1.49,0,,12882
SAMPALOC,PH133906000,0.94,8.44,3.73,7.07,0.62,8,1.16,0,,14338
SAN MIGUEL,PH133907000,1.33,6.18,4.58,9.51,0.79,1,1.32,0,,5283
ERMITA,PH133908000,1.72,8.98,6.44,12.70,1.07,2,2.01,1,1820,9169
INTRAMUROS,PH133909000,1.68,7.62,6.07,11.80,0.94,1,4.79,0,,4663
MALATE,PH133910000,1.21,9.18,5.45,8.79,1.03,3,1.12,1,3411,9340
PACO,PH133911000,0.99,6.59,4.00,7.93,0.63,3,1.41,0,,10021
PANDACAN,PH133912000,0.89,5.86,2.70,6.70,0.49,2,1.11,0,,6577
PORT AREA,PH133913000,1.08,4.88,4.99,7.49,0.79,2,6.78,1,15277,17502
SANTA ANA,PH133914000,0.72,7.28,2.20,5.80,0.41,3,1.42,0,,12439
CITY OF MANDALUYONG,PH137401000,1.58,23.94,5.77,10.22,1.06,11,2.20,0,,15435
CITY OF MARIKINA,PH137402000,1.55,21.72,6.86,8.74,1.54,23,1.87,0,,28102
CITY OF PASIG,PH137403000,1.13,13.16,7.42,7.71,1.30,31,1.64,0,,37688
QUEZON CITY,PH137404000,1.91,56.23,7.23,10.81,1.57,162,1.32,0,,84594
CITY OF SAN JUAN,PH137405000,1.42,23.61,4.39,8.96,0.75,6,0.96,0,,12516
CALOOCAN CITY,PH137501000,1.78,53.16,5.07,10.10,1.10,53,1.99,0,,75604
CITY OF MALABON,PH137502000,0.95,7.59,5.24,6.77,0.78,16,3.58,0,,28601
CITY OF NAVOTAS,PH137503000,0.87,4.90,3.99,6.25,0.63,11,4.74,1,16579,32931
CITY OF VALENZUELA,PH137504000,1.09,15.62,3.81,6.88,0.78,47,2.24,0,,45197
CITY OF LAS PIï¿½ï¿½AS,PH137601000,0.91,23.67,3.04,6.01,0.58,33,1.24,1,2731,39715
CITY OF MAKATI,PH137602000,1.69,18.15,9.04,10.94,1.57,25,0.75,0,,28411
CITY OF MUNTINLUPA,PH137603000,1.75,33.60,5.48,9.94,1.19,39,1.97,1,16548,42887
CITY OF PARAï¿½ï¿½AQUE,PH137604000,1.06,17.74,4.54,7.04,0.75,45,1.22,1,14938,47186
PASAY CITY,PH137605000,1.02,9.70,5.25,7.51,0.80,18,1.47,1,7170,28710
PATEROS,PH137606000,0.60,7.37,1.96,4.41,0.34,2,2.39,0,,7436
TAGUIG CITY,PH137607000,1.21,13.56,4.54,7.44,0.95,36,1.05,1,12238,39202
BANGUED (Capital),PH140101000,9.81,218.20,47.26,50.10,9.70,119,3.26,0,,79381
BOLINEY,PH140102000,18.76,867.45,40.56,92.85,8.69,178,7.67,0,,61517
BUCAY,PH140103000,5.96,151.44,25.79,30.39,5.64,99,5.19,0,,52500
BUCLOC,PH140104000,14.95,529.10,28.45,74.36,6.73,57,4.68,0,,34901
DAGUIOMAN,PH140105000,20.12,1071.01,42.43,100.60,9.00,93,6.56,0,,37995
DANGLAS,PH140106000,18.39,535.38,43.58,93.52,9.19,177,4.91,0,,56837
DOLORES,PH140107000,3.40,107.46,15.16,18.17,3.30,45,4.50,0,,38637
LA PAZ,PH140108000,6.17,113.60,31.26,31.84,6.72,53,5.33,0,,42218
LACUB,PH140109000,18.46,904.70,32.96,90.91,7.50,248,9.96,0,,79301
LAGANGILANG,PH140110000,8.11,218.35,30.27,40.46,6.69,91,6.10,0,,51812
LAGAYAN,PH140111000,15.21,505.41,50.52,74.99,10.34,133,5.69,0,,49401
LANGIDEN,PH140112000,16.50,226.24,48.98,84.03,9.97,90,6.47,0,,45966
LICUAN-BAAY (LICUAN),PH140113000,17.47,621.51,34.45,84.43,7.65,275,5.12,0,,73246
LUBA,PH140114000,13.21,439.47,33.34,64.78,7.32,137,5.52,0,,49010
MALIBCONG,PH140115000,19.75,1101.72,37.87,99.12,8.34,259,7.64,0,,70301
MANABO,PH140116000,8.47,253.30,32.26,41.86,7.02,77,6.40,0,,36491
PEï¿½ï¿½ARRUBIA,PH140117000,7.90,217.17,25.81,38.77,5.76,40,5.74,0,,27293
PIDIGAN,PH140118000,9.95,148.51,34.81,49.31,7.62,55,5.33,0,,31825
PILAR,PH140119000,8.39,291.65,26.05,41.48,5.87,85,6.37,0,,42457
SALLAPADAN,PH140120000,13.45,390.17,29.40,66.81,6.83,133,6.39,0,,64269
SAN ISIDRO,PH140121000,8.55,246.77,24.37,41.96,5.56,45,5.82,0,,38618
SAN JUAN,PH140122000,6.74,239.51,28.03,34.60,5.98,68,6.26,0,,39277
SAN QUINTIN,PH140123000,11.87,145.02,34.07,59.89,7.48,57,5.90,0,,33783
TAYUM,PH140124000,3.64,82.42,15.76,19.11,3.59,48,5.26,0,,30572
TINEG,PH140125000,19.13,823.17,38.66,96.33,8.49,745,8.24,0,,131738
TUBO,PH140126000,20.42,1007.78,40.93,102.45,8.77,432,4.67,0,,90136
VILLAVICIOSA,PH140127000,11.17,451.68,30.91,54.55,6.72,89,4.56,0,,56837
ATOK,PH141101000,23.87,1485.29,47.43,121.97,9.57,179,4.27,0,,61233
BAGUIO CITY,PH141102000,11.45,1374.70,32.06,57.24,7.01,58,0.93,0,,35159
BAKUN,PH141103000,24.54,1418.90,60.09,127.86,10.81,315,6.09,0,,94655
BOKOD,PH141104000,21.66,1284.65,41.45,110.47,8.97,389,4.27,1,19158,112991
BUGUIAS,PH141105000,18.70,1899.72,40.86,94.55,8.74,176,3.09,0,,65406
ITOGON,PH141106000,21.56,936.89,43.28,109.86,9.14,437,1.53,1,403,108661
KABAYAN,PH141107000,25.14,1760.96,48.62,126.76,9.72,190,5.95,0,,58036
KAPANGAN,PH141108000,19.59,940.84,56.13,100.64,10.84,181,5.27,0,,56979
KIBUNGAN,PH141109000,23.81,1454.49,57.51,123.95,10.60,167,8.51,1,1129,61043
LA TRINIDAD (Capital),PH141110000,14.72,1259.62,39.04,73.74,8.32,70,0.65,0,,38722
MANKAYAN,PH141111000,18.68,1329.46,46.36,95.42,9.62,146,1.83,0,,61457
SABLAN,PH141112000,19.80,702.93,41.56,99.50,8.81,102,3.54,0,,41083
TUBA,PH141113000,21.53,906.28,47.66,108.26,9.59,342,2.13,0,,99284
TUBLAY,PH141114000,17.06,1137.31,37.79,85.20,8.14,76,4.30,0,,42414
BANAUE,PH142701000,22.62,1220.49,44.16,117.46,9.41,192,4.18,0,,85038
HUNGDUAN,PH142702000,25.23,1644.70,48.47,128.97,9.85,242,4.81,0,,77972
KIANGAN,PH142703000,18.33,861.97,46.25,91.44,9.49,119,4.49,0,,61936
LAGAWE (Capital),PH142704000,14.85,513.29,38.66,76.17,8.51,229,3.08,0,,104578
LAMUT,PH142705000,7.83,349.38,32.89,39.91,7.08,150,4.39,0,,60470
MAYOYAO,PH142706000,19.55,776.11,45.77,101.25,9.77,274,3.07,0,,127264
ALFONSO LISTA (POTIA),PH142707000,5.15,168.40,21.72,27.69,4.68,359,4.62,0,,96959
AGUINALDO,PH142708000,13.53,537.61,39.75,68.22,8.63,450,7.15,0,,107025
HINGYON,PH142709000,17.04,948.29,39.79,87.08,8.63,57,4.35,0,,33415
TINOC,PH142710000,24.27,1557.78,45.37,122.86,9.32,229,6.69,0,,65000
ASIPULO,PH142711000,20.82,1079.83,46.15,105.45,9.66,205,7.44,0,,63254
BALBALAN,PH143201000,21.86,1221.98,48.45,110.40,9.73,632,8.09,0,,142970
LUBUAGAN,PH143206000,21.28,799.77,52.24,106.79,10.25,62,7.39,0,,39376
PASIL,PH143208000,22.05,1568.92,48.45,112.59,9.70,337,7.00,0,,97431
PINUKPUK,PH143209000,10.71,285.42,36.24,52.97,7.91,366,6.96,0,,105979
RIZAL (LIWAN),PH143211000,4.65,135.96,23.80,24.62,5.02,185,5.07,0,,64564
CITY OF TABUK (Capital),PH143213000,7.62,292.97,36.72,38.98,7.69,690,4.04,0,,135914
TANUDAN,PH143214000,17.68,767.32,44.76,89.60,9.32,339,7.31,0,,97991
TINGLAYAN,PH143215000,22.81,1315.17,51.16,115.53,10.24,214,6.54,0,,79821
BARLIG,PH144401000,23.16,1595.28,46.77,119.03,9.54,253,5.96,0,,83353
BAUKO,PH144402000,17.21,1665.61,46.29,86.72,9.17,129,4.15,0,,65192
BESAO,PH144403000,21.62,1374.93,43.07,107.93,8.85,131,3.08,0,,48919
BONTOC (Capital),PH144404000,22.05,1427.89,46.54,111.78,9.63,280,1.80,0,,76221
NATONIN,PH144405000,19.78,876.68,46.92,99.86,9.50,359,8.18,0,,93617
PARACELIS,PH144406000,9.70,254.35,29.20,48.98,6.51,471,5.93,0,,90756
SABANGAN,PH144407000,23.17,1587.75,49.43,118.85,9.92,113,3.95,0,,49425
SADANGA,PH144408000,21.09,1404.54,44.24,106.97,9.28,176,5.22,0,,61176
SAGADA,PH144409000,16.70,1534.05,43.11,83.04,8.84,65,2.46,0,,47275
TADIAN,PH144410000,18.36,1132.88,42.09,90.88,8.76,136,4.35,0,,56470
CALANASAN (BAYAG),PH148101000,19.44,685.43,43.58,98.01,9.21,1364,4.82,0,,184481
CONNER,PH148102000,14.44,559.90,39.95,72.39,8.67,704,6.21,0,,127662
FLORA,PH148103000,5.09,93.08,19.45,26.73,4.29,244,7.02,0,,98309
KABUGAO (Capital),PH148104000,16.27,529.85,39.05,81.95,8.48,990,8.07,0,,153592
LUNA,PH148105000,9.88,172.14,38.86,50.51,8.15,321,6.24,0,,78728
PUDTOL,PH148106000,10.00,256.35,39.33,50.05,8.25,302,7.54,0,,126515
SANTA MARCELA,PH148107000,1.14,16.74,5.49,7.24,1.12,65,6.16,0,,44402
CITY OF LAMITAN,PH150702000,5.65,190.12,20.95,27.36,4.69,248,5.00,1,39991,105877
LANTAWAN,PH150703000,4.31,79.99,15.92,22.95,3.47,150,6.42,1,58363,92434
MALUSO,PH150704000,4.30,68.69,15.98,23.67,3.35,87,7.37,1,47356,112841
SUMISIP,PH150705000,5.94,341.98,18.82,30.18,4.16,265,9.13,1,56359,117113
TIPO-TIPO,PH150706000,5.04,258.69,15.73,24.70,3.48,45,11.60,1,8898,49174
TUBURAN,PH150707000,5.11,115.85,17.63,23.59,4.10,44,8.46,1,19518,49952
AKBAR,PH150708000,6.12,133.15,23.20,28.55,5.07,31,7.92,1,14981,53793
AL-BARKA,PH150709000,5.90,150.07,19.81,27.77,4.33,49,14.23,1,22459,86559
HADJI MOHAMMAD AJUL,PH150710000,7.26,111.20,27.73,33.07,6.10,63,13.24,1,6584,83232
UNGKAYA PUKAN,PH150711000,6.45,342.50,20.35,30.67,4.51,70,17.34,1,14896,78422
HADJI MUHTAMAD,PH150712000,0.76,3.14,16.40,3.77,3.37,54,6.64,1,5398,144885
TABUAN-LASA,PH150713000,3.75,20.68,26.44,18.77,5.77,27,14.57,1,18066,111252
BACOLOD-KALAWI (BACOLOD GRANDE),PH153601000,17.54,1300.59,53.16,85.75,10.36,22,4.88,1,5131,25288
BALABAGAN,PH153602000,2.87,153.17,9.00,13.77,2.14,86,13.21,1,11200,46266
BALINDONG (WATU),PH153603000,9.39,975.47,29.70,47.19,6.22,39,13.10,1,10678,35679
BAYANG,PH153604000,6.47,871.58,31.96,32.34,6.59,21,8.50,1,8465,24679
BINIDAYAN,PH153605000,9.10,928.96,46.40,45.21,9.65,15,7.45,1,7234,20121
BUBONG,PH153606000,6.88,946.88,27.73,34.79,5.98,146,5.56,0,,58851
BUTIG,PH153607000,10.71,1296.99,40.18,52.84,8.22,470,11.31,1,4112,93172
GANASSI,PH153609000,9.02,874.37,44.80,44.16,9.32,21,7.06,1,4434,32970
KAPAI,PH153610000,8.33,708.97,27.48,42.41,6.07,82,17.49,0,,43239
LUMBA-BAYABAO (MAGUING),PH153611000,10.87,1380.37,44.57,55.14,9.05,256,12.07,0,,86005
LUMBATAN,PH153612000,4.70,800.33,22.04,24.92,4.49,28,9.79,1,3966,29255
MADALUM,PH153613000,12.98,1107.52,44.34,63.77,9.00,81,7.94,1,2770,54384
MADAMBA,PH153614000,13.76,1111.00,44.91,68.77,9.37,100,7.76,1,5186,48889
MALABANG,PH153615000,5.27,142.43,27.73,27.39,5.47,86,9.17,1,14553,63924
MARANTAO,PH153616000,5.04,834.01,14.70,24.01,3.35,35,8.39,1,13374,30852
MARAWI CITY (Capital),PH153617000,6.44,751.88,28.14,32.33,5.92,56,5.96,1,14182,44753
MASIU,PH153618000,7.36,979.28,29.46,37.32,6.38,60,9.74,1,13560,54157
MULONDO,PH153619000,2.71,723.78,17.46,14.66,3.73,13,6.40,1,5430,16938
PAGAYAWAN (TATARIKAN),PH153620000,7.76,759.67,31.13,39.40,6.82,49,15.80,0,,58432
PIAGAPO,PH153621000,9.88,904.01,37.14,49.44,7.83,120,17.51,0,,60395
POONA BAYABAO (GATA),PH153622000,4.50,796.61,22.89,22.62,5.10,19,8.61,1,3365,30082
PUALAS,PH153623000,8.66,944.15,37.86,42.76,7.99,57,12.47,1,15751,51846
DITSAAN-RAMAIN,PH153624000,6.95,752.88,35.47,35.77,7.48,18,7.69,1,6563,28032
SAGUIARAN,PH153625000,5.94,594.08,22.01,30.05,4.69,33,13.59,0,,29313
TAMPARAN,PH153626000,0.99,704.83,3.64,6.54,0.70,8,7.61,1,5626,13906
TARAKA,PH153627000,0.88,704.89,3.62,5.79,0.70,10,6.53,1,5908,15992
TUBARAN,PH153628000,7.19,671.83,21.45,36.69,4.84,45,17.29,0,,38797
TUGAYA,PH153629000,15.44,1261.61,50.92,77.33,10.27,31,6.50,1,6937,29523
WAO,PH153630000,7.56,787.90,26.93,36.68,5.89,315,6.43,0,,110817
MAROGONG,PH153631000,7.63,637.53,27.77,36.00,6.00,232,20.50,0,,80021
CALANOGAS,PH153632000,7.94,567.50,22.29,41.07,4.99,67,19.82,0,,43970
BUADIPOSO-BUNTONG,PH153633000,5.24,774.00,23.57,26.87,5.09,28,13.73,1,4727,26759
MAGUING,PH153634000,5.87,1104.46,24.14,29.86,5.25,287,8.60,0,,88074
PICONG (SULTAN GUMANDER),PH153635000,11.89,223.80,46.10,62.21,9.16,153,20.84,1,35949,83722
LUMBAYANAGUE,PH153636000,3.97,792.90,20.08,20.49,4.62,17,10.59,1,6566,22024
BUMBARAN,PH153637000,9.55,1460.43,39.80,47.21,8.02,328,11.76,0,,91309
TAGOLOAN II,PH153638000,10.78,827.53,37.11,54.16,7.99,172,19.95,0,,68555
KAPATAGAN,PH153639000,10.63,279.86,39.45,52.74,8.41,88,27.62,1,28652,78335
SULTAN DUMALONDONG,PH153640000,4.94,849.34,17.56,24.09,4.17,25,9.98,0,,30317
LUMBACA-UNAYAN,PH153641000,5.69,729.82,17.99,30.15,3.90,21,13.86,0,,22128
AMPATUAN,PH153801000,10.02,336.25,47.40,50.96,9.87,222,19.12,0,,94592
BULDON,PH153802000,9.80,673.57,34.39,48.05,7.36,380,11.99,0,,94180
BULUAN,PH153803000,0.55,14.29,2.98,3.69,0.51,58,8.16,0,,47054
DATU PAGLAS,PH153805000,4.71,107.90,32.00,24.48,6.69,144,13.32,0,,70838
DATU PIANG,PH153806000,0.87,7.67,4.71,5.81,0.89,56,26.53,0,,45453
DATU ODIN SINSUAT (DINAIG),PH153807000,7.56,190.95,35.94,38.64,7.58,388,9.55,1,21034,109475
SHARIFF AGUAK (MAGANOY) (Capital),PH153808000,1.13,22.16,6.03,6.79,1.33,37,23.87,0,,43863
MATANOG,PH153809000,8.26,353.54,35.67,40.64,7.59,112,10.45,1,11168,59753
PAGALUNGAN,PH153810000,0.53,10.28,2.90,3.89,0.49,198,11.52,0,,127787
PARANG,PH153811000,4.32,73.99,17.15,22.60,3.90,144,6.53,1,28462,118665
SULTAN KUDARAT (NULING),PH153812000,2.27,33.33,13.48,13.40,2.75,184,12.87,1,8335,86402
SULTAN SA BARONGIS (LAMBAYONG),PH153813000,0.75,12.46,6.13,4.85,1.19,107,18.61,0,,65768
KABUNTALAN (TUMBAO),PH153814000,0.52,4.09,2.26,3.79,0.42,88,18.35,0,,54838
UPI,PH153815000,10.70,499.30,34.63,54.26,7.60,530,12.41,0,,115959
TALAYAN,PH153816000,8.19,281.38,36.75,41.59,7.84,136,21.38,0,,100043
SOUTH UPI,PH153817000,9.77,554.91,32.64,49.00,6.90,441,14.99,0,,104398
BARIRA,PH153818000,5.80,356.51,23.04,28.83,4.99,161,12.78,0,,63783
GEN. S.K. PENDATUN,PH153819000,0.49,11.18,2.23,3.67,0.38,140,19.24,0,,57445
MAMASAPANO,PH153820000,0.84,13.48,3.23,5.68,0.61,36,15.79,0,,39751
TALITAY,PH153821000,1.01,9.39,4.29,6.44,0.89,34,12.32,0,,27112
PAGAGAWAN,PH153822000,0.54,13.79,2.36,3.98,0.42,160,14.93,0,,109252
PAGLAT,PH153823000,0.70,15.50,2.97,4.73,0.62,34,14.10,0,,32478
SULTAN MASTURA,PH153824000,1.84,20.52,10.00,11.18,1.99,56,14.02,1,2515,38137
GUINDULUNGAN,PH153825000,5.81,145.99,30.96,29.50,6.53,113,26.89,0,,73393
DATU SAUDI-AMPATUAN,PH153826000,1.76,22.93,13.08,10.21,2.65,41,10.86,0,,31729
DATU UNSAY,PH153827000,6.20,220.01,22.94,30.40,5.21,59,12.70,0,,53770
DATU ABDULLAH SANGKI,PH153828000,0.72,27.28,6.52,4.80,1.38,106,19.65,0,,65259
RAJAH BUAYAN,PH153829000,0.91,17.87,5.40,5.92,1.12,68,14.78,0,,46718
DATU BLAH T. SINSUAT,PH153830000,14.46,264.82,41.52,71.35,8.97,275,15.88,1,86887,140122
DATU ANGGAL MIDTIMBANG,PH153831000,2.39,47.31,16.85,13.56,3.40,33,14.13,0,,61908
MANGUDADATU,PH153832000,3.40,40.60,30.58,17.25,6.41,92,15.30,0,,73483
PANDAG,PH153833000,1.10,19.35,10.62,6.77,2.17,45,9.04,0,,40384
NORTHERN KABUNTALAN,PH153834000,0.51,4.17,2.04,3.72,0.41,113,12.95,0,,62407
DATU HOFFER AMPATUAN,PH153835000,7.47,236.17,26.74,36.75,5.87,49,19.01,0,,54509
DATU SALIBO,PH153836000,0.54,5.59,2.63,3.90,0.46,29,13.18,0,,33984
SHARIFF SAYDONA MUSTAPHA,PH153837000,1.47,19.41,7.86,8.83,1.66,56,15.13,0,,78043
INDANAN,PH156601000,6.24,177.88,25.14,30.14,5.49,103,8.04,1,25794,60041
JOLO (Capital),PH156602000,1.77,12.30,5.16,9.49,1.28,3,5.04,1,8570,15407
KALINGALAN CALUANG,PH156603000,4.18,105.03,16.14,20.14,3.59,66,9.82,1,62802,98748
LUUK,PH156604000,3.20,63.95,16.39,16.37,3.56,85,12.05,1,31307,76788
MAIMBUNG,PH156605000,2.86,62.29,16.04,15.02,3.49,45,14.45,1,32983,57365
HADJI PANGLIMA TAHIL (MARUNGGAS),PH156606000,1.05,2.34,12.17,6.42,2.28,30,13.40,1,22819,266103
OLD PANAMAO,PH156607000,3.81,70.77,16.87,18.75,3.79,64,10.55,1,26607,66143
PANGUTARAN,PH156608000,0.76,6.99,3.10,5.03,0.60,190,20.33,1,36575,521365
PARANG,PH156609000,4.22,98.28,17.96,20.21,4.09,69,18.34,1,36451,54387
PATA,PH156610000,5.50,100.63,15.19,25.13,3.64,58,7.88,1,2409,140203
PATIKUL,PH156611000,6.30,200.43,23.57,30.27,5.14,140,12.98,1,33535,69994
SIASI,PH156612000,4.91,79.90,16.56,23.67,3.85,83,11.40,1,10751,186145
TALIPAO,PH156613000,3.83,122.53,19.60,18.80,4.22,170,11.20,1,73223,115213
TAPUL,PH156614000,5.13,74.19,21.83,24.15,5.08,56,13.95,1,30108,111393
TONGKIL,PH156615000,1.97,14.18,13.78,10.80,3.08,128,9.24,1,8147,293438
PANGLIMA ESTINO (NEW PANAMAO),PH156616000,4.53,67.79,28.39,23.14,5.86,33,19.47,1,37290,60842
LUGUS,PH156617000,5.67,62.79,23.31,27.69,5.23,37,8.39,1,208,41179
PANDAMI,PH156618000,3.67,40.27,22.51,17.89,5.03,69,16.20,1,1249,178097
OMAR,PH156619000,5.31,65.58,27.35,25.72,5.92,86,12.20,1,37454,114546
PANGLIMA SUGALA (BALIMBING),PH157001000,4.76,55.11,26.28,25.16,5.62,234,11.15,1,129307,326552
BONGAO (Capital),PH157002000,3.08,25.33,17.78,16.70,3.64,122,9.13,1,58671,184102
MAPUN (CAGAYAN DE TAWI-TAWI),PH157003000,4.78,57.66,21.20,23.15,4.51,71,10.05,1,3586,119267
SIMUNUL,PH157004000,0.98,11.75,3.78,6.47,0.82,57,7.86,1,2610,77468
SITANGKAI,PH157005000,0.96,8.67,4.39,6.02,0.82,28,8.10,1,11302,119852
SOUTH UBIAN,PH157006000,3.51,15.86,24.51,18.01,5.35,32,9.17,1,1858,142164
TANDUBAS,PH157007000,2.68,21.46,15.04,15.29,3.10,221,9.94,1,68482,388748
TURTLE ISLANDS,PH157008000,6.37,22.50,26.08,31.78,5.33,3,17.05,1,4343,20445
LANGUYAN,PH157009000,4.95,57.59,24.84,26.25,5.43,231,7.42,1,32951,286143
SAPA-SAPA,PH157010000,2.80,15.80,25.87,14.82,5.41,51,10.39,1,32592,146050
SIBUTU,PH157011000,0.93,14.07,6.19,5.53,1.34,105,8.28,1,114862,125337
BUENAVISTA,PH160201000,12.47,309.09,41.92,63.90,8.89,437,7.13,1,11024,107827
BUTUAN CITY (Capital),PH160202000,6.16,119.87,31.77,32.51,6.66,650,4.46,1,8632,134574
CITY OF CABADBARAN,PH160203000,15.51,605.99,59.90,78.24,11.97,336,5.38,1,10454,84595
CARMEN,PH160204000,11.86,170.02,29.70,59.57,6.75,129,8.94,1,21364,84571
JABONGA,PH160205000,18.13,524.36,48.89,90.65,10.08,272,9.64,1,26940,106946
KITCHARAO,PH160206000,13.22,441.52,38.06,65.13,8.12,144,8.19,1,338,60256
LAS NIEVES,PH160207000,6.92,181.34,29.07,37.96,6.27,193,10.95,0,,119656
MAGALLANES,PH160208000,1.75,10.14,15.49,10.35,3.26,37,4.96,1,8755,26710
NASIPIT,PH160209000,11.64,216.30,36.53,59.29,7.90,108,5.64,1,18871,56747
SANTIAGO,PH160210000,19.13,735.16,54.97,96.12,11.07,197,6.97,0,,66437
TUBAY,PH160211000,12.13,223.79,46.06,59.45,9.70,95,7.67,1,25127,66854
